uid	table	category	src_noisy	src_clean	ref_en	noise_span	noise_gold_en	noise_std	source_meta
B-NEO-045	B	NEO	他这个人好油腻	他这个人好油滑	this guy is so sleazy ick	油腻	sleazy	油滑	weibo 2026-07-23
B-NEO-046	B	NEO	没绷住破绷了	没绷住笑了	couldn't hold it in and totally lost it laughing	破绷	lost it	笑	douyin 2026-07-23
B-NEO-047	B	NEO	中国女排逆转美国，这波操作太上头了	中国女排逆转美国，这波操作太让人激动了	China women's volleyball reversed against USA, this move is so hype	上头	so hype ‖ exciting ‖ thrilling	让人激动	weibo 2026-07-24
B-NEO-048	B	NEO	天天水经验，也不发点有用的帖子	天天刷经验，也不发点有用的帖子	farming XP every day never posting anything useful	水经验	farming XP	刷经验	tieba 2026-07-23
B-NEO-049	B	NEO	这主播开挂实锤了，封号吧	这主播作弊实锤了，封号吧	this streamer is confirmed cheating, ban them	开挂	cheating	作弊	tieba 2026-07-23
B-NEO-050	B	NEO	内耗太严重了	内部消耗太严重了	internal friction is too serious smh	内耗	internal friction	内部消耗	weibo 2026-07-23
B-NEO-051	B	NEO	互联网嘴替实锤	互联网代言人实锤	confirmed internet mouthpiece	互联网嘴替	internet spokesperson	互联网代言人	weibo 2026-07-23
B-NEO-052	B	NEO	无职孝子还在嘴硬洗，服了	无职盲目辩护者还在嘴硬洗，服了	Mushoku Tensei stans still hard-stanning give up	孝子	stans	盲目辩护者	tieba 2026-07-23
B-NEO-053	B	NEO	双持党表示苹果和华为都不够用	同时用两部手机的人表示苹果和华为都不够用	dual-phone gang saying neither Apple nor Huawei is enough	双持党	dual-phone gang	同时用两部手机的人	tieba 2026-07-23
B-NEO-054	B	NEO	被种草了	被推荐心动了	got recommended I'm tempted to buy	种草	recommended and tempted	推荐心动	weibo 2026-07-23
B-NEO-055	B	NEO	拔草了不买	打消购买念头了不买	nah I'm not buying	拔草	decide not to buy	打消购买念头	weibo 2026-07-23
B-NEO-056	B	NEO	他好会整活	他好会搞怪	he's so good at being funny lol	整活	being funny	搞怪	weibo 2026-07-23
B-NEO-057	B	NEO	这个太炸了	这个太震撼了	this is too insane	炸	insane	震撼	weibo 2026-07-23
B-NEO-058	B	NEO	景区打人还理直气壮的，真是绝绝子	景区打人还理直气壮的，真是绝了	Beating people at a scenic spot and still acting righteous, truly absolutely outrageous	绝绝子	absolutely outrageous ‖ unbelievable ‖ jaw-dropping	绝了	weibo 2026-07-24
B-NEO-059	B	NEO	破防了	心理防线崩溃了	I'm emotionally broken	破防	emotionally broken	心理防线崩溃	weibo 2026-07-23
B-NEO-060	B	NEO	这个太上头了	这个太上瘾了	this is too addictive can't stop	上头	addictive	上瘾	weibo 2026-07-23
B-NEO-061	B	NEO	他好会营业	他好会讨好粉丝	he's so good at playing to his fans	营业	pleasing fans	讨好粉丝	weibo 2026-07-23
B-NEO-062	B	NEO	香港🇭🇰打车有这么卷吗？又难？	香港🇭🇰打车竞争有这么激烈吗？又难？	is getting a taxi in HK this intense? so hard?	有这么卷	intense competition	竞争有这么激烈	douyin 2026-07-23
B-NEO-063	B	NEO	这帖子纯纯的钓鱼经验，别当真	这帖子纯纯的骗经验，别当真	this post is pure bait for engagement don't fall for it	钓鱼经验	bait for engagement	骗经验	tieba 2026-07-23
B-NEO-064	B	NEO	纯纯的牛马人生	纯纯的打工人人生	pure wage slave life	牛马	wage slave	打工人	douyin 2026-07-23
B-NEO-065	B	NEO	是我不够糖吗	是我不够傻吗	am I not dumb enough? bruh	糖	dumb	傻	douyin 2026-07-23
B-NEO-066	B	NEO	这何意味啊	这什么意思啊	what does this even mean	何意味	what does this mean	什么意思	douyin 2026-07-23
B-NEO-067	B	NEO	摆烂了，爱咋咋地	放弃了，爱咋咋地	I give up whatever happens happens	摆烂	give up	放弃	douyin 2026-07-23
B-NEO-068	B	NEO	摆烂一天算了	放弃一天算了	let me rot for a day whatever	摆烂	let it rot	放弃	douyin 2026-07-23
B-NEO-069	B	NEO	内卷太严重了，打工人伤不起	过度竞争太严重了，打工人伤不起	the rat race is too intense workers can't take it	内卷	rat race	过度竞争	douyin 2026-07-23
B-NEO-070	B	NEO	这波操作属实逆天了	这波操作属实超乎想象了	this play is straight up insane	逆天	insane	超乎想象	douyin 2026-07-23
B-NEO-071	B	NEO	内卷到头秃，躺平又心慌	过度竞争到头秃，躺平又心慌	rat race till you're bald quit competing but still anxious	内卷	rat race	过度竞争	douyin 2026-07-23
B-NEO-072	B	NEO	不是哥们儿	不是吧，哥们儿	no way bro come on	不是哥们儿	no way bro	不是吧，哥们儿	douyin 2026-07-23
B-NEO-073	B	NEO	说出一个旅游热度很低但实际很夯的城市	说出一个旅游热度很低但实际很高的城市	name a city that's low-key but actually great	夯	popular ‖ great	高	douyin 2026-07-23
B-NEO-074	B	NEO	这波操作直接拉胯了	这波操作直接失常了	this play literally underperformed	拉胯	underperformed	失常	douyin 2026-07-23
B-NEO-075	B	NEO	这操作绝绝子，直接给我整不会了	这操作绝佳，直接给我整不会了	this play is amazing left me speechless	绝绝子	amazing	绝佳	douyin 2026-07-23
B-NEO-076	B	NEO	谁能能理解这种崩溃的心情，辛辛苦苦备考许久，就等着政审上岸，结果栽在了学历断层上	谁能能理解这种崩溃的心情，辛辛苦苦备考许久，就等着政审成功，结果栽在了学历断层上	who understands this despair? prepped for ages waiting to pass the political review only to get rejected by an education gap	上岸	pass	成功	douyin 2026-07-23
B-NEO-077	B	NEO	为什么留子都不爱和老外谈？	为什么留学生都不爱和老外谈？	why don't international students like dating foreigners? real talk	留子	international student	留学生	xhs 2026-07-23
B-NEO-078	B	NEO	哈包穿上衣服不习惯了	哈兰德穿上衣服不习惯了	not used to Haaland wearing clothes	哈包	Haaland (nickname)	哈兰德	xhs 2026-07-23
B-NEO-079	B	NEO	洗澡5分钟老公社死一整年	洗澡5分钟老公社会性死亡一整年	5-min shower and my husband is socially dead for a whole year rip	社死	socially dead	社会性死亡	xhs 2026-07-23
B-NEO-080	B	NEO	直接破防了家人们	直接心态失控了家人们	totally broke down mentally fam	破防	broke down	心态失控	douyin 2026-07-23
B-NEO-081	B	NEO	月薪不够5w不能这么活	月薪不够5万不能这么活	Can't live like this if monthly salary isn't even 50k	5w	50k ‖ 50,000	5万	bilibili 2026-07-24
B-NEO-082	B	NEO	爷青回	爷的青春回来了	Nostalgia hits hard.	爷青回	Nostalgia hits hard.	爷的青春回来了	bilibili BV1h4KU66ENd 2026-07-24
B-NEO-083	B	NEO	难他天？	难道他真的是天才？	Turns out he's a genius?	难他天	Turns out he's a genius?	难道他真的是天才	bilibili BV13YNd6dEb9 2026-07-24
B-NEO-084	B	NEO	基操	基本操作	Just basic mechanics	基操	basic mechanics ‖ standard play	基本操作	bilibili BV1WPNh6zEcx 2026-07-24
B-NEO-085	B	NEO	你这肯定是低段位炸鱼罢了	你这肯定是低段位欺负水平差的玩家罢了	You must be just smurfing in low rank	炸鱼	smurfing ‖ stomping noobs	欺负水平差的玩家	bilibili LOL BV1mTg46UE7Q 2026-07-24
B-NEO-086	B	NEO	刘宇宁一周不直播，棚友集体受不了！想念到发疯	刘宇宁一周不直播，粉丝集体受不了！想念到发疯	Liu Yuning hasn’t streamed for a week, all his fans can’t stand it and miss him terribly.	棚友	fans	粉丝	weibo 2026-07-25
B-PYA-001	B	PYA	xql日常太甜了，羡慕死了	小情侣日常太甜了，羡慕死了	this couple's daily life is too sweet, I'm so jealous	xql	couple ‖ young couple	小情侣	kuaishou 2026-07-25
B-PYA-003	B	PYA	xql之间的默契真的绝了	小情侣之间的默契真的绝了	the chemistry between this couple is insane	xql	couple	小情侣	kuaishou 2026-07-25
B-PYA-004	B	PYA	全网最甜xql非他们莫属	全网最甜小情侣非他们莫属	the sweetest couple on the internet has to be them	xql	couple	小情侣	kuaishou 2026-07-25
B-PYA-005	B	PYA	看到别人去欧洲旅游的照片，xmsl	看到别人去欧洲旅游的照片，羡慕死了	Seeing photos of others traveling in Europe makes me so envious.	xmsl	makes me so envious	羡慕死了	weibo 2026-07-25
B-PYA-007	B	PYA	新剧gkd！等不及了	新剧搞快点！等不及了	hurry up with the new drama! can't wait	gkd	hurry up	搞快点	weibo 2026-07-25
B-PYA-009	B	PYA	xgg们推荐一下好用的手机呗	小哥哥们推荐一下好用的手机呗	boys recommend some good phones pls	xgg	boys ‖ guys	小哥哥	tieba 2026-07-25
B-PYA-010	B	PYA	这个xgg好帅，求联系方式	这个小哥哥好帅，求联系方式	this guy is so handsome, asking for his contact	xgg	guy ‖ handsome boy	小哥哥	weibo 2026-07-25
B-PYA-011	B	PYA	jrm帮我看看这个怎么选	家人们帮我看看这个怎么选	fam help me figure out which one to pick	jrm	fam ‖ guys	家人们	tieba 2026-07-25
B-PYA-012	B	PYA	jrm今天发生了一件离谱的事	家人们今天发生了一件离谱的事	fam something wild happened today	jrm	fam ‖ y'all	家人们	tieba 2026-07-25
B-PYA-013	B	PYA	8u们觉得这配置怎么样	吧友们觉得这配置怎么样	what do you tieba folks think of this setup?	8u	tieba folks	吧友	tieba 2026-07-23
B-PYA-014	B	PYA	王虹yyds！中国数学家终于拿到菲尔兹奖了	王虹永远的神！中国数学家终于拿到菲尔兹奖了	Wang Hong is the GOAT! A Chinese mathematician finally won the Fields Medal	yyds	the GOAT ‖ the greatest of all time	永远的神	weibo 2026-07-24
B-PYA-015	B	PYA	这条rs怎么还没上	这条热搜怎么还没上	why isn't this trending yet	rs	trending	热搜	weibo 2026-07-23
B-PYA-016	B	PYA	xswl，陈哲远在密逃里也太搞笑了吧	笑死我了，陈哲远在密逃里也太搞笑了吧	Lmao, Chen Zheyuan is just too funny in Great Escape	xswl	Lmao ‖ lol ‖ dead	笑死我了	weibo 2026-07-24
B-PYA-017	B	PYA	14个月正是穿lulu的时候	14个月正是穿Lululemon的时候	14 months is prime Lululemon season	lulu	Lululemon	Lululemon	xhs 2026-07-23
B-PYA-018	B	PYA	dd，中国女排3比2逆转美国太牛了	顶顶，中国女排3比2逆转美国太牛了	Bump, China women's volleyball 3-2 comeback against USA is amazing	dd	Bump ‖ push up	顶顶	weibo 2026-07-24
B-PYA-019	B	PYA	rt，大家帮我看看这手机值不值	如图，大家帮我看看这手机值不值	see pic help me check if this phone is worth it	rt	see pic	如图	tieba 2026-07-23
B-PYA-020	B	PYA	jrs怎么看腾讯这个泄密处理？	家人们怎么看腾讯这个泄密处理？	Fam, what do you think of Tencent's leak handling?	jrs	Fam ‖ Guys ‖ Y'all	家人们	weibo 2026-07-24
B-PYA-021	B	PYA	srds，赛里木湖打人这事不能就这么算了	虽然但是，赛里木湖打人这事不能就这么算了	Be that as it may, the Sarim Lake beating incident can't just be let go like this	srds	Be that as it may ‖ Even so ‖ Still	虽然但是	weibo 2026-07-24
B-PYA-022	B	PYA	白色真是yyds	白色真是永远的神	white is truly the GOAT	yyds	the GOAT	永远的神	douyin 2026-07-23
B-PYA-023	B	PYA	u1s1，317万年终奖确实让人眼红	有一说一，317万年终奖确实让人眼红	To be honest, a 3.17 million year-end bonus does make people envious	u1s1	To be honest ‖ TBH ‖ Honestly	有一说一	weibo 2026-07-24
B-PYA-024	B	PYA	XHS上好多人在讨论	小红书上好多人在讨论	so many people talking about it on Xiaohongshu	XHS	Xiaohongshu	小红书	weibo 2026-07-23
B-PYA-025	B	PYA	显卡涨价这消息直接让我blx了	显卡涨价这消息直接让我玻璃心了	The GPU price hike news really triggered my fragile heart	blx	triggered my fragile heart ‖ hurt my fragile heart	玻璃心	weibo 2026-07-24
B-PYA-026	B	PYA	好好好 好一个kpop拉子(bushi)	好好好 好一个kpop拉子(不是)	ok ok ok what a kpop lesbian (not)	bushi	not (negation)	不是	xhs 2026-07-23
B-PYA-027	B	PYA	某些景区管理真是yygq，表面道歉背后照样	某些景区管理真是阴阳怪气，表面道歉背后照样	Some scenic area management is really passive-aggressive, apologizing on the surface but same behind the scenes	yygq	passive-aggressive ‖ sarcastic	阴阳怪气	weibo 2026-07-24
B-PYA-028	B	PYA	nb！这个操作太秀了	牛逼！这个操作太秀了	Sick move! Absolute W	nb	Sick	牛逼	bilibili 2026-07-23
B-PYA-029	B	PYA	50亿离婚案的瓜我吃了，dbq我不站队	50亿离婚案的瓜我吃了，对不起我不站队	I’ve followed the 5-billion divorce drama, sorry, I’m not taking sides.	dbq	sorry ‖ my bad ‖ apologies	对不起	weibo 2026-07-24
B-PYA-030	B	PYA	这就是尊贵的b站用户🤣🤣🤣	这就是尊贵的B站用户🤣🤣🤣	this is what being a distinguished Bilibili user looks like 🤣🤣🤣	b站	Bilibili	B站	douyin 2026-07-23
B-PYA-031	B	PYA	王虹从垫底到菲尔兹奖，这波直接nb	王虹从垫底到菲尔兹奖，这波直接牛逼	Wang Hong from bottom to Fields Medal, this move is just insane	nb	just insane ‖ badass ‖ straight fire	牛逼	weibo 2026-07-24
B-PYA-032	B	PYA	xjj们推荐一下好用的手机呗	小姐姐们推荐一下好用的手机呗	girls recommend some good phones pls	xjj	girls	小姐姐	tieba 2026-07-23
B-PYA-033	B	PYA	bl粉丝太能控评了	白鹿粉丝太能控评了	Bai Lu fans are too good at controlling the comments	bl	Bai Lu	白鹿	weibo 2026-07-23
B-PYA-034	B	PYA	会聊天的男生真的yyds	会聊天的男生真的永远的神	guys who can flirt are truly the GOAT	yyds	the GOAT	永远的神	douyin 2026-07-23
B-PYA-035	B	PYA	哈哈哈哈哈哈哈笑死，我们00真的老kpop人了	哈哈哈哈哈哈哈笑死，我们2000年后出生的人真的老kpop人了	lmaooo us Gen Z are such veteran kpop fans	00	Gen Z	2000年后出生的人	xhs 2026-07-23
B-PYA-036	B	PYA	减脂党狂喜！番茄鸡蛋燕麦粥yyds	减脂党狂喜！番茄鸡蛋燕麦粥永远的神	diet crew rejoice! tomato egg oatmeal is the GOAT	yyds	the GOAT	永远的神	douyin 2026-07-23
B-PYA-037	B	PYA	jrs帮我看看这鱼竿行不行	家人们帮我看看这鱼竿行不行	fam help me check if this fishing rod is any good	jrs	fam	家人们	tieba 2026-07-23
B-PYA-038	B	PYA	一个会调情的男生真的YYDS	一个会调情的男生真的永远的神	a guy who knows how to flirt is truly the GOAT	YYDS	the GOAT	永远的神	douyin 2026-07-23
B-PYA-039	B	PYA	bdjw这个怎么用	不懂就问这个怎么用	asking cuz idk how do I use this	bdjw	don't understand asking	不懂就问	weibo 2026-07-23
B-PYA-040	B	PYA	蓝盈莹第一场戏好像就是撞棺紫砂	蓝盈莹第一场戏好像就是撞棺自杀	Lan Yingying's first scene was literally suicide by coffin smash	紫砂	suicide	自杀	xhs 2026-07-23
B-PYA-041	B	PYA	泰奶+Gelato yyds！！！	泰奶+Gelato 永远的神！！！	Thai milk tea + Gelato is the GOAT!!!	yyds	the GOAT	永远的神	douyin 2026-07-23
B-PYA-042	B	PYA	yygq什么呢，有话直说不行吗	阴阳怪气什么呢，有话直说不行吗	what are you being passive-aggressive about just say it straight	yygq	passive-aggressive	阴阳怪气	tieba 2026-07-23
B-PYA-043	B	PYA	zqsg追星好累	真情实感追星好累	chasing idols with genuine feelings is exhausting	zqsg	genuine feelings	真情实感	weibo 2026-07-23
B-PYA-044	B	PYA	u1s1，这个视频做得真好	有一说一，这个视频做得真好	Fr, this video slaps	u1s1	Fr	有一说一	bilibili 2026-07-23
B-PYA-045	B	PYA	别再吃麻辣烫！干拌麻辣拌才是yyds	别再吃麻辣烫！干拌麻辣拌才是永远的神	stop eating malatang! dry-mixed mala ban is the GOAT	yyds	the GOAT	永远的神	douyin 2026-07-23
B-PYA-046	B	PYA	这吧里xfxy的，天天吵架	这吧里血风血雨的，天天吵架	this forum is so chaotic fighting every day smh	xfxy	chaotic	血风血雨	tieba 2026-07-23
B-PYA-047	B	PYA	srds他还是很有实力的	虽然但是他还是很有实力的	sthough he still got bars	srds	sthough	虽然但是	weibo 2026-07-23
B-PYA-048	B	PYA	xswl 这都能洗？	笑死我了 这都能洗？	lmao you can defend even this?	xswl	lmao	笑死我了	douyin 2026-07-23
B-PYA-049	B	PYA	rwkk这到底是什么鱼	让我看看这到底是什么鱼	lemme see what fish is this	rwkk	lemme see	让我看看	tieba 2026-07-23
B-PYA-050	B	PYA	dd我一下	滴滴我一下	hit me up	dd	hit me up	滴滴	weibo 2026-07-23
B-PYA-051	B	PYA	tcl，我真的太菜了	太菜了，我真的太菜了	I'm way too noob	tcl	too noob	太菜了	bilibili 2026-07-23
B-PYA-052	B	PYA	夏天就好这一口！！天妇罗冰锅yyds！！	夏天就好这一口！！天妇罗冰锅永远的神！！	summer vibes!! tempura ice pot is the GOAT!!	yyds	the GOAT	永远的神	douyin 2026-07-23
B-PYA-053	B	PYA	xswl这弱智吧的帖子太搞笑了	笑死我了这弱智吧的帖子太搞笑了	lmao the posts in this dumbass forum are too funny	xswl	lmao	笑死我了	tieba 2026-07-23
B-PYA-054	B	PYA	马到成功yyds	马到成功永远的神	May you succeed effortlessly, it’s top tier!	yyds	top tier	永远的神	douyin 2026-07-23
B-PYA-055	B	PYA	这操作nb啊，大佬带带我	这操作牛逼啊，大佬带带我	this play is sick bro carry me	nb	sick	牛逼	tieba 2026-07-23
B-PYA-056	B	PYA	这个cp太好磕了	这个配对太好磕了	this ship is too good fr fr	cp	ship	配对	weibo 2026-07-23
B-PYA-057	B	PYA	这俩离不开浓妆美颜强凹ABC	这俩离不开浓妆美颜强凹American Born Chinese	these two can't go without heavy makeup + filters trying to act all ABC	ABC	ABC	American Born Chinese	xhs 2026-07-23
B-PYA-058	B	PYA	kdl，这对CP太甜了	磕到了，这对CP太甜了	I'm shipping it this CP is too sweet	kdl	I'm shipping it	磕到了	bilibili 2026-07-23
B-PYA-059	B	PYA	山航yyds	山航永远的神	Shandong Airlines is the GOAT	yyds	the GOAT	永远的神	douyin 2026-07-23
B-PYA-060	B	PYA	cpf又在磕了	CP粉又在磕了	shippers shipping again	cpf	shippers	CP粉	weibo 2026-07-23
B-PYA-061	B	PYA	dddd，支持UP主！	顶顶顶顶，支持UP主！	bump bump bump bump support the creator!	dddd	bump	顶顶顶顶	bilibili 2026-07-23
B-PYA-062	B	PYA	xswl打印机都沦没墨了	笑死我了打印机都沦没墨了	lmao even the printer ran out of ink	xswl	lmao	笑死我了	douyin 2026-07-23
B-PYA-063	B	PYA	fs们太能打了	粉丝们太能打了	fans are too cracked	fs	fans	粉丝	weibo 2026-07-23
B-PYA-064	B	PYA	ssfd，这个太恐怖了	瑟瑟发抖，这个太恐怖了	shook this is too scary	ssfd	shook	瑟瑟发抖	bilibili 2026-07-23
B-PYA-065	B	PYA	bt，时常因为不够bt而觉得跟这个世界格格不入	变态，时常因为不够变态而觉得跟这个世界格格不入	pervert always feeling out of place cuz I'm not weird enough lol	bt	pervert	变态	douyin 2026-07-23
B-PYA-066	B	PYA	这图谁发明的，xswl	这图谁发明的，笑死我了	who invented this image lmao	xswl	lmao	笑死我了	douyin 2026-07-23
B-PYA-067	B	PYA	tcl这游戏技术，菜到抠脚	太菜了这游戏技术，菜到抠脚	too noob this game skill noob to the extreme	tcl	noob	太菜了	tieba 2026-07-23
B-PYA-068	B	PYA	zqsg追了这么多年，终于更新了	真情实感追了这么多年，终于更新了	been following with real feelings for years finally an update	zqsg	true feelings	真情实感	douyin 2026-07-23
B-PYA-069	B	PYA	Xswl就说有没有美味大餐吧哈哈哈哈哈哈哈	笑死我了就说有没有美味大餐吧哈哈哈哈哈哈哈	lmao just tell me if there's a feast hahahahaha	Xswl	lmao	笑死我了	douyin 2026-07-23
B-PYA-070	B	PYA	nsdd，你说得对	你说得对，你说得对	nsdd you're right	nsdd	you're right	你说得对	douyin 2026-07-23
B-PYA-071	B	PYA	xswl一人血书求这个短剧拍真人版	笑死我了一人血书求这个短剧拍真人版	lmao starting a one-person petition for a live-action version	xswl	lmao	笑死我了	douyin 2026-07-23
B-PYA-072	B	PYA	szd，这个是真的	是真的，这个是真的	it's legit this is the real deal	szd	It's true	是真的	douyin 2026-07-23
B-PYA-073	B	PYA	pyq，朋友圈见	朋友圈，朋友圈见	see you in Moments	pyq	Moments	朋友圈	douyin 2026-07-23
B-PYA-074	B	PYA	这个耳朵前后的颜色变化xswl	这个耳朵前后的颜色变化笑死我了	the color change before and after this ear lmao	xswl	lmao	笑死我了	douyin 2026-07-23
B-PYA-075	B	PYA	dbq，对不起我错了	对不起，对不起我错了	sry sorry I was wrong	dbq	Sorry	对不起	douyin 2026-07-23
B-PYA-076	B	PYA	xswl皇帝的新衣	笑死我了皇帝的新衣	lmao emperor's new clothes	xswl	lmao	笑死我了	douyin 2026-07-23
B-PYA-077	B	PYA	哈哈哈哈哈xswl	哈哈哈哈哈笑死我了	hahahahaha lmao	xswl	lmao	笑死我了	douyin 2026-07-23
B-PYA-078	B	PYA	真的栓Q了家人们	真的受够了家人们	I've really had enough, guys.	栓Q	had enough	受够	xhs 2026-07-23
B-PYA-079	B	PYA	8u🚪什么意思	吧友们什么意思	tieba bros what does this mean	8u🚪	tieba bros	吧友们	douyin 2026-07-23
B-PYA-080	B	PYA	什么成分？xdm锐评。	什么成分？兄弟们锐评。	what's their deal? bros rate.	xdm	bros	兄弟们	douyin 2026-07-23
B-PYA-081	B	PYA	氪金也能让各家fs满意	氪金也能让各家粉丝满意	spending money can also satisfy every camp's fans	fs	fans	粉丝	xhs 2026-07-23
B-PYA-082	B	PYA	咱姐硬生生从良子嘴里抠出3w多粉丝	咱姐硬生生从良子嘴里抠出3万多粉丝	Our sis somehow pulled more than thirty thousand followers out of Liangzi.	3w	thirty thousand	3万	douyin 2026-07-23
B-PYA-083	B	PYA	她俩要是有cpf这都能当谈过的证据了	她俩要是有CP粉这都能当谈过的证据了	if they had shippers this could count as dating proof	cpf	shippers	CP粉	xhs 2026-07-23
B-PYA-084	B	PYA	塔图姆NB	塔图姆牛逼	Tatum is insane.	NB	insane	牛逼	douyin 2026-07-23
B-PYA-085	B	PYA	想吃肉质Q弹的就买散养老公鸡	想吃肉质紧实弹牙的就买散养老公鸡	if you want bouncy meat buy free-range rooster	Q弹	bouncy	紧实弹牙	xhs 2026-07-23
B-PYA-086	B	PYA	yysy，两边都看完了	有一说一，两边都看完了	To be honest, I watched both sides	yysy	To be honest ‖ TBH ‖ honestly	有一说一	bilibili ACG_sock_studies BV1Tdgh6aESA comment 2026-07-24
B-MIX-001	B	MIX	这首歌的hook太洗脑了，循环一天	这首歌的记忆点太洗脑了，循环一天	this song's hook is so catchy, been looping all day	hook	hook ‖ catchy part	记忆点	kuaishou 2026-07-25
B-MIX-002	B	MIX	短视频前3秒就是hook，抓不住人就划走了	短视频前3秒就是吸引人的部分，抓不住人就划走了	the first 3 seconds of a short video is the hook, lose them and they scroll away	hook	hook	吸引人的部分	kuaishou 2026-07-25
B-MIX-003	B	MIX	新专辑终于drop了，等了好久	新专辑终于发布了，等了好久	the new album finally dropped, been waiting forever	drop	drop ‖ release	发布	kuaishou 2026-07-25
B-MIX-004	B	MIX	这个品牌下周drop新款，必须抢	这个品牌下周推出新款，必须抢	this brand is dropping new styles next week, gotta grab them	drop	drop ‖ launch	推出	kuaishou 2026-07-25
B-MIX-005	B	MIX	这波clutch操作直接翻盘，太牛了	这波关键时刻的操作直接翻盘，太牛了	this clutch play turned the game around, insane	clutch	clutch ‖ key moment	关键时刻的	kuaishou 2026-07-25
B-MIX-006	B	MIX	决赛最后一分钟clutch绝杀	决赛最后一分钟关键时刻绝杀	clutch buzzer-beater in the final minute of the finals	clutch	clutch	关键时刻	kuaishou 2026-07-25
B-MIX-007	B	MIX	这游戏画质也就mid水平，玩法也一般	这游戏画质也就一般水平，玩法也一般	this game's graphics are just mid, gameplay is average too	mid	mid ‖ mediocre ‖ average	一般	bilibili 2026-07-25
B-MIX-008	B	MIX	这套穿搭直接slay全场	这套穿搭直接秒杀全场	this outfit slays the whole room	slay	slay ‖ kill it	秒杀	bilibili 2026-07-25
B-MIX-009	B	MIX	王虹这波演讲直接slay	王虹这波演讲直接秒杀全场	Wang Hong's speech just slayed	slay	slayed ‖ killed it	秒杀全场	bilibili 2026-07-25
B-MIX-010	B	MIX	上班就是当NPC，每天重复同样的台词	上班就是当非玩家角色，每天重复同样的台词	going to work is being an NPC, repeating the same lines every day	NPC	NPC ‖ non-player character	非玩家角色	bilibili 2026-07-25
B-MIX-011	B	MIX	别当NPC了，做自己生活的主角	别当非玩家角色了，做自己生活的主角	stop being an NPC, be the main character of your own life	NPC	NPC ‖ background character	非玩家角色	bilibili 2026-07-25
B-MIX-012	B	MIX	i人沦为e人玩具，太真实了	内向者沦为外向者玩具，太真实了	introverts becoming playthings for extroverts, too real	i人‖e人	introvert ‖ extrovert	内向者‖外向者	weibo 2026-07-25
B-MIX-013	B	MIX	e人累了一周还要爬起来继续嗨	外向的人累了一周还要爬起来继续嗨	extroverts have been tired all week and still have to get up and keep partying	e人	extrovert ‖ extroverts ‖ E-type	外向的人	weibo 2026-07-25
B-MIX-014	B	MIX	刻在骨子里的秀粉DNA瞬间苏醒	刻在骨子里的秀粉基因瞬间苏醒	the idol fan DNA embedded in my bones instantly awakened	DNA	DNA ‖ genetic memory	基因	weibo 2026-07-25
B-MIX-015	B	MIX	POV：你是最后一个知道消息的人	视角：你是最后一个知道消息的人	POV: you're the last person to find out	POV	POV ‖ point of view	视角	weibo 2026-07-25
B-MIX-016	B	MIX	当地人真的好chill，十一点上班六点下班	当地人真的好悠闲放松，十一点上班六点下班	the locals are so chill, starting work at 11 and off at 6	chill	chill ‖ laid-back	悠闲放松	weibo 2026-07-25
B-MIX-017	B	MIX	这个视频太cringe了，看不下去	这个视频太尴尬了，看不下去	this video is too cringe, can't even watch	cringe	cringe ‖ secondhand embarrassment	尴尬	weibo 2026-07-25
B-MIX-018	B	MIX	这个行为好sus，不对劲	这个行为好可疑，不对劲	this behavior is so sus, something's off	sus	sus ‖ suspicious	可疑	weibo 2026-07-25
B-MIX-019	B	MIX	别flex了，谁不知道你有钱	别炫耀了，谁不知道你有钱	stop flexing, everyone knows you're rich	flex	flex ‖ show off	炫耀	weibo 2026-07-25
B-MIX-020	B	MIX	这首歌被hype过头了，其实一般	这首歌被炒作过头了，其实一般	this song got way too much hype, it's actually just average	hype	hype ‖ overhyped	炒作	weibo 2026-07-25
B-MIX-021	B	MIX	今天又偶遇crush了，太巧了	今天又偶遇暗恋对象了，太巧了	ran into my crush again today, what a coincidence	crush	crush ‖ someone you have a crush on	暗恋对象	weibo 2026-07-25
B-MIX-022	B	MIX	我ship的CP终于官宣了	我支持的情侣组合终于官宣了	the ship I've been rooting for finally went official	ship的CP	ship ‖ support a pairing	支持的情侣组合	weibo 2026-07-25
B-MIX-023	B	MIX	作为stan我必须说偶像这次回归太棒了	作为狂热粉我必须说偶像这次回归太棒了	as a stan I gotta say the idol's comeback is amazing	stan	stan ‖ die-hard fan	狂热粉	weibo 2026-07-25
B-MIX-024	B	MIX	期待偶像的comeback，新专辑什么时候发	期待偶像的回归，新专辑什么时候发	looking forward to the idol's comeback, when's the new album dropping	comeback	comeback ‖ return	回归	weibo 2026-07-25
B-MIX-025	B	MIX	这也太离谱了吧我直接emo	这也太离谱了吧我直接抑郁	this is so outrageous I'm literally emo rn	emo	emo	抑郁	weibo 2026-07-23
B-MIX-026	B	MIX	看到317万年终奖我直接emo了	看到317万年终奖我直接情绪低落了	Seeing the 3.17 million year-end bonus, I got all emo	emo	got all emo ‖ felt emotionally down	情绪低落	weibo 2026-07-24
B-MIX-027	B	MIX	掉san了，这个太恐怖了	掉san值了，这个太恐怖了	lost my sanity this is too scary bruh	掉san	Lost sanity	掉san值	bilibili 2026-07-23
