uid	category	severity	reasons	src_noisy	hyp_noisy
B-MIX-032	MIX	1.98	xcomet_noisy 91.4 but NTA miss	50亿离婚案这drama程度堪比韩剧	The drama surrounding the 5 billion yuan divorce case is comparable to a Korean drama.
B-HOM-004	HOM	1.79	xcomet_noisy 90.4 but NTA miss	童鞋们帮我看看这道题怎么做	Kids, please help me see how to do this problem.
B-PYA-086	PYA	1.79	xcomet_noisy 99.7 but NTA miss	yysy，两边都看完了	I've seen both sides.
B-NEO-057	NEO	1.68	xcomet_noisy 95.5 but NTA miss	这个太炸了	This is amazing!
B-PYA-024	PYA	1.53	xcomet_noisy 94.0 but NTA miss	XHS上好多人在讨论	Many people are discussing this on XHS.
B-NEO-033	NEO	1.51	xcomet_noisy 89.9 but NTA miss	腾讯这波泄密直接破防了，317万说没就没	Tencent's latest data leak completely shattered trust; 3.17 million users vanished without a trace.
B-NEO-109	NEO	1.44	xcomet_noisy 91.3 but NTA miss	逆天，吴国给日本朝贡都来了	Unbelievable, the Kingdom of Wu even paid tribute to Japan.
B-HOM-014	HOM	1.41	xcomet_noisy 92.3 but NTA miss	新来的00后程序员写的代码，看到这段注释真的快把我笑拥了	The code written by these new Gen Z programmers was so funny, I almost burst out laughing when I saw this comment.
B-HOM-086	HOM	1.40	xcomet_noisy 93.6 but NTA miss	蛇：卧槽，怎么又是他	Snake: What the heck, it's him again?
B-HOM-103	HOM	1.39	xcomet_noisy 86.0 but NTA miss	笑成猪头最好笑是因为！！！我本来就觉得很好笑哈哈哈，看到这个蚌不住了！！！	Laughing until your face looks like a pig's head is the funniest because!!! I already thought it was hilarious hahaha, seeing this I couldn't hold back anymore!!!
B-HOM-095	HOM	1.39	xcomet_noisy 92.1 but NTA miss	就说00这一套真的超级好看的，我可以安心的似了	Seriously, the 00 collection is absolutely gorgeous, I can finally relax.
B-PYA-101	PYA	1.37	xcomet_noisy 90.3 but NTA miss	啊？60w围攻45w的城，对方还以骑兵为主？？！	What?! 600,000 attacking a city of 450,000, and the enemy is mainly cavalry?!
B-NEO-031	NEO	1.21	xcomet_noisy 88.0 but NTA miss	找不到原剧了，这个当代餐先看	Can't find the original drama, so let's watch this contemporary one first.
B-NEO-006	NEO	1.20	xcomet_noisy 94.2 but NTA miss	评论区全是在带节奏的，真相没人关心	The comment section is just full of people trying to stir things up; no one cares about the truth.
B-PYA-005	PYA	1.18	xcomet_noisy 90.6 but NTA miss	看到别人去欧洲旅游的照片，xmsl	Seeing photos of others traveling to Europe, xmsl
B-MIX-044	MIX	1.17	xcomet_noisy 97.8 but NTA miss	50亿离婚案这个level太高了，普通人理解不了	The scale of 5 billion divorce cases is too high for ordinary people to understand.
B-MIX-049	MIX	1.17	xcomet_noisy 86.4 but NTA miss	加个buff，变得更强	Get a buff to become stronger.
B-MIX-025	MIX	1.14	xcomet_noisy 92.3 but NTA miss	这也太离谱了吧我直接emo	This is just too ridiculous, I'm feeling really down.
B-HOM-078	HOM	1.13	xcomet_noisy 83.3 but NTA miss	“泰酷辣”大人三周年	Ta Cool La's 3rd Anniversary
B-PYA-019	PYA	0.99	xcomet_noisy 95.3 but NTA miss	rt，大家帮我看看这手机值不值	Hey everyone, can you help me see if this phone is worth it?
B-NEO-053	NEO	0.97	xcomet_noisy 80.5 but NTA miss	双持党表示苹果和华为都不够用	Dual-wielders say that neither Apple nor Huawei is enough.
B-HOM-031	HOM	0.93	xcomet_noisy 89.6 but NTA miss	卧槽317万年终奖就这么没了？	What the heck, 3.17 million yuan bonus just gone like that?
B-PYA-013	PYA	0.89	xcomet_noisy 90.7 but NTA miss	8u们觉得这配置怎么样	What do you think of this configuration?
B-MIX-143	MIX	0.88	xcomet_noisy 90.2 but NTA miss	他和背后的 n pc 格格不入	He doesn't fit in with the n PCs behind him.
B-MIX-055	MIX	0.75	xcomet_noisy 81.7 but NTA miss	就是在cp里吃瓜	Just gossiping in the CP fandom.
B-HOM-042	HOM	0.72	xcomet_noisy 96.3 but NTA miss	这部剧的女主造型好康	The female lead's styling in this drama is great.
B-NEO-037	NEO	0.70	xcomet_noisy 98.3 but NTA miss	显卡市场太内卷了，价格涨得离谱	The graphics card market is way too competitive, and the prices are skyrocketing.
B-HOM-003	HOM	0.64	xcomet_noisy 97.1 but NTA miss	各位童鞋注意了，期末考试要来了	Everyone, pay attention! Final exams are coming up.
B-HOM-061	HOM	0.61	xcomet_noisy 96.1 but NTA miss	我要笑亖了卧槽	I'm about to burst out laughing, holy crap!
B-MIX-052	MIX	0.61	xcomet_noisy 97.0 but NTA miss	我刚才去打apex了	I just went to play Apex.
B-PYA-095	PYA	0.59	xcomet_noisy 96.7 but NTA miss	光明，赐予我力量（bushi）	Light, grant me strength.
B-HOM-055	HOM	0.58	xcomet_noisy 84.6 but NTA miss	笑的想鼠	Laughing like a mouse.
B-NEO-061	NEO	0.52	xcomet_noisy 85.8 but NTA miss	他好会营业	He's really good at marketing/sales.
B-PYA-107	PYA	0.51	xcomet_noisy 82.2 but NTA miss	心灵感应原版就是致敬火花hhh	Telepathy's original version is a tribute to sparks, lol.
B-MIX-067	MIX	0.42	xcomet_noisy 91.7 but NTA miss	这动漫OP太好听了，循环播放	This anime OP is so good, I've been playing it on repeat.
B-PYA-062	PYA	0.35	xcomet_noisy 83.0 but NTA miss	xswl打印机都沦没墨了	All the xswl printers are out of ink.
B-PYA-015	PYA	0.31	xcomet_noisy 84.5 but NTA miss	这条rs怎么还没上	How come this RS hasn't been released yet?
B-NEO-111	NEO	0.31	xcomet_noisy 81.7 but NTA miss	双非大学生，还没进厂。光看这个社会环境已经感觉自己燃尽了	A non-elite college graduate, still without a factory job. Just looking at the current social environment makes me feel burnt out.
B-PYA-081	PYA	0.31	xcomet_noisy 81.8 but NTA miss	氪金也能让各家fs满意	Even spending money can satisfy everyone.
B-NEO-064	NEO	0.12	xcomet_noisy 86.0 but NTA miss	纯纯的牛马人生	A simple, ordinary life.
B-NEO-030	NEO	0.09	xcomet_noisy 98.2 but NTA miss	社恐人的噩梦，大型聚会	A social anxiety sufferer's nightmare, a large gathering.
B-PYA-059	PYA	0.01	xcomet_noisy 89.6 but NTA miss	山航yyds	Shandong Airlines is the best.
