uid	category	severity	reasons	src_noisy	hyp_noisy
B-NEO-109	NEO	1.37	xcomet_noisy 92.3 but NTA miss	逆天，吴国给日本朝贡都来了	Unbelievable, Wu State has even sent tributes to Japan.
B-NEO-086	NEO	1.29	xcomet_noisy 85.4 but NTA miss	刘宇宁一周不直播，棚友集体受不了！想念到发疯	Liu Yuning hasn't live-streamed for a week, and his studio friends can't take it anymore! They're missing him so much they're going crazy.
B-HOM-061	HOM	1.24	xcomet_noisy 89.6 but NTA miss	我要笑亖了卧槽	I'm going to laugh my head off, damn it.
B-HOM-124	HOM	1.20	xcomet_noisy 80.8 but NTA miss	被天使蚊过的嗓子	Throat bitten by angel mosquito
B-HOM-042	HOM	1.19	xcomet_noisy 96.2 but NTA miss	这部剧的女主造型好康	The female lead's costume in this drama is really cool.
B-PYA-088	PYA	1.14	xcomet_noisy 95.9 but NTA miss	不是，我TM哪来的教材，你在逗我呢	No, where on earth did I get the textbook from? Are you joking with me?
B-HOM-123	HOM	1.13	xcomet_noisy 85.2 but NTA miss	这俩老男人的沙雕人生	The Sandy Life of These Two Old Men
B-HOM-040	HOM	1.03	xcomet_noisy 84.6 but NTA miss	有内味了，就是这个感觉	There's the feeling, that's exactly how it feels.
B-PYA-024	PYA	0.97	xcomet_noisy 92.0 but NTA miss	XHS上好多人在讨论	Many people are discussing on XHS.
B-PYA-039	PYA	0.95	xcomet_noisy 93.4 but NTA miss	bdjw这个怎么用	How to use bdjw?
B-HOM-004	HOM	0.95	xcomet_noisy 96.5 but NTA miss	童鞋们帮我看看这道题怎么做	Kids, help me figure out how to solve this problem.
B-PYA-089	PYA	0.94	xcomet_noisy 95.4 but NTA miss	md，这军方也这么乱，难怪市民们这么乐观，哈哈	MD, the military is also so chaotic, no wonder the citizens are so optimistic, haha.
B-HOM-050	HOM	0.84	xcomet_noisy 81.0 but NTA miss	看完这个视频我蕉绿了	I got jealous after watching this video.
B-MIX-115	MIX	0.77	xcomet_noisy 82.0 but NTA miss	好阳光啊，这一定是相互救赎的少女乐队故事吧www	What a sunny day, this must be the story of a girl band redeeming each other, right? www
B-NEO-014	NEO	0.74	xcomet_noisy 80.3 but NTA miss	净化班味，用了这头像直接演绎出我的精神状态	Purify the class vibe, this avatar directly portrays my mental state.
B-NEO-033	NEO	0.70	xcomet_noisy 86.6 but NTA miss	腾讯这波泄密直接破防了，317万说没就没	Tencent's data leak has completely broken the defense, 3.17 million pieces of information vanished in an instant.
B-PYA-041	PYA	0.66	xcomet_noisy 83.8 but NTA miss	泰奶+Gelato yyds！！！	Thai milk + Gelato yyds!!!
B-PYA-109	PYA	0.65	xcomet_noisy 88.9 but NTA miss	拍了拍博士的石棺盖子hhhhh	Patted the lid of the doctor's stone coffin hhhhh
B-PYA-098	PYA	0.63	xcomet_noisy 89.4 but NTA miss	看清楚材质吧，pdd很多都是聚酯纤维，你问客服没几个敢说是纯棉的	Look carefully at the material. Many on PDD are polyester, and few customer service representatives dare to say they are 100% cotton.
B-PYA-080	PYA	0.62	xcomet_noisy 81.6 but NTA miss	什么成分？xdm锐评。	What's the ingredient? xdm comments.
B-MIX-052	MIX	0.61	xcomet_noisy 97.0 but NTA miss	我刚才去打apex了	I just went to play Apex.
B-NEO-031	NEO	0.60	xcomet_noisy 87.2 but NTA miss	找不到原剧了，这个当代餐先看	Can't find the original drama, let's watch this contemporary one first.
B-MIX-066	MIX	0.57	xcomet_noisy 89.1 but NTA miss	Rush E 朗朗PK街头钢琴家	Rush E Lang Lang vs. Street Pianist
B-PYA-087	PYA	0.57	xcomet_noisy 91.8 but NTA miss	快别TM说了，抓紧睡半个钟头，不然去早餐店要迟到了	Stop talking nonsense, hurry up and sleep for half an hour, or you'll be late for the breakfast shop.
B-HOM-003	HOM	0.55	xcomet_noisy 98.5 but NTA miss	各位童鞋注意了，期末考试要来了	Students, please take note, the final exam is coming.
B-MIX-128	MIX	0.50	xcomet_noisy 91.2 but NTA miss	os好想看张桂源也来一期	OS: I really want to see Zhang Guiyuan come on an episode too.
B-PYA-100	PYA	0.49	xcomet_noisy 88.2 but NTA miss	20w收藏3w点赞	20k collections, 3k likes
B-MIX-013	MIX	0.38	xcomet_noisy 83.4 but NTA miss	e人累了一周还要爬起来继续嗨	After a tiring week, e-people have to get up and keep having fun.
B-PYA-025	PYA	0.26	xcomet_noisy 83.7 but NTA miss	显卡涨价这消息直接让我blx了	The news of the graphics card price increase directly made me BLX.
B-MIX-116	MIX	0.23	xcomet_noisy 87.0 but NTA miss	小时候我没有cp这个概念，一直认为这俩只是朋友	When I was a child, I didn't have the concept of CP. I always thought they were just friends.
B-NEO-072	NEO	0.22	xcomet_noisy 89.8 but NTA miss	不是哥们儿	Not bro.
B-PYA-090	PYA	0.19	xcomet_noisy 92.1 but NTA miss	wc我想要高斯裤子的链接，真的好帅	I want the link to the Gauss pants, they are really cool.
B-NEO-097	NEO	0.15	xcomet_noisy 86.0 but NTA miss	10后，上一次看是三年前了，但是也泪目了	Ten years later, the last time I watched it was three years ago, but I was still moved to tears.
B-HOM-024	HOM	0.09	xcomet_noisy 85.2 but NTA miss	别虾扯蛋了，老师说的都是真的吗	Cut the crap, is everything the teacher said true?
B-PYA-097	PYA	0.06	xcomet_noisy 89.5 but NTA miss	完了疑似吉米被吓疯了hh	It seems Jimmy was scared out of his mind hh
B-NEO-037	NEO	0.06	xcomet_noisy 97.9 but NTA miss	显卡市场太内卷了，价格涨得离谱	The graphics card market is too saturated, with prices having risen absurdly.
B-NEO-087	NEO	0.04	xcomet_noisy 95.4 but NTA miss	某种意义上来看他也是个神人	In a certain sense, he is also a god-like person.
