uid	category	severity	reasons	src_noisy	hyp_noisy
B-NEO-023	NEO	1.89	xcomet_noisy 96.0 but NTA miss	孙红雷演技炸裂，20万人打出7.5分	Sun Honglei's acting is outstanding, with 200,000 people giving it a 7.5 rating.
B-PYA-077	PYA	1.88	xcomet_noisy 85.6 but NTA miss	哈哈哈哈哈xswl	Hahaha xswl
B-NEO-094	NEO	1.59	xcomet_noisy 80.6 but NTA miss	逆天。。我现在开车老走错路	Against heaven... I keep taking the wrong roads when driving now.
B-PYA-004	PYA	1.54	xcomet_noisy 83.9 but NTA miss	全网最甜xql非他们莫属	The sweetest xql on the entire network is none other than them.
B-NEO-007	NEO	1.53	xcomet_noisy 95.0 but NTA miss	杠精无处不在，说啥都要反驳	Arrogant people are everywhere, always ready to argue and refute anything.
B-HOM-004	HOM	1.38	xcomet_noisy 95.3 but NTA miss	童鞋们帮我看看这道题怎么做	Kids, help me see how to solve this problem.
B-PYA-033	PYA	1.29	xcomet_noisy 90.0 but NTA miss	bl粉丝太能控评了	BL fans are too good at controlling comments.
B-PYA-010	PYA	1.05	xcomet_noisy 87.7 but NTA miss	这个xgg好帅，求联系方式	This xgg is really handsome, please provide contact information.
B-NEO-087	NEO	0.96	xcomet_noisy 95.4 but NTA miss	某种意义上来看他也是个神人	In a certain sense, he is also a god-like person.
B-PYA-087	PYA	0.94	xcomet_noisy 90.2 but NTA miss	快别TM说了，抓紧睡半个钟头，不然去早餐店要迟到了	Don't talk anymore, just sleep for half an hour, or you'll be late for breakfast.
B-PYA-072	PYA	0.91	xcomet_noisy 95.2 but NTA miss	szd，这个是真的	SZD, this is real.
B-NEO-078	NEO	0.88	xcomet_noisy 81.6 but NTA miss	哈包穿上衣服不习惯了	Haha is not used to wearing clothes.
B-HOM-003	HOM	0.80	xcomet_noisy 97.0 but NTA miss	各位童鞋注意了，期末考试要来了	Everyone, pay attention—the final exam is coming.
B-NEO-097	NEO	0.75	xcomet_noisy 81.9 but NTA miss	10后，上一次看是三年前了，但是也泪目了	Ten years later, the last time I saw it was three years ago, but I also got teary-eyed.
B-NEO-053	NEO	0.72	xcomet_noisy 80.9 but NTA miss	双持党表示苹果和华为都不够用	Dual-hold Party stated that neither Apple nor Huawei is sufficient.
B-PYA-109	PYA	0.70	xcomet_noisy 81.8 but NTA miss	拍了拍博士的石棺盖子hhhhh	Tapped the stone lid of the doctor's coffin hhhhh
B-MIX-070	MIX	0.69	xcomet_noisy 98.6 but NTA miss	这个PPT做得好	This PPT is well-made.
B-HOM-049	HOM	0.68	xcomet_noisy 91.8 but NTA miss	看完这帖子我直接笑嘻了	I laughed so hard after reading this post.
B-PYA-090	PYA	0.66	xcomet_noisy 90.8 but NTA miss	wc我想要高斯裤子的链接，真的好帅	I want the link for the Gaussian pants; they are really cool.
B-NEO-032	NEO	0.65	xcomet_noisy 87.8 but NTA miss	花2000买nike感觉自己好像大冤种	Spending 2000 yuan on Nike makes me feel like I'm a big victim.
B-PYA-098	PYA	0.63	xcomet_noisy 89.5 but NTA miss	看清楚材质吧，pdd很多都是聚酯纤维，你问客服没几个敢说是纯棉的	Look at the material carefully, since many on PDD are polyester, and few customer service representatives dare to admit they are 100% cotton.
B-HOM-123	HOM	0.61	xcomet_noisy 91.3 but NTA miss	这俩老男人的沙雕人生	The Absurd Lives of These Two Old Men
B-MIX-052	MIX	0.61	xcomet_noisy 97.0 but NTA miss	我刚才去打apex了	I just went to play Apex.
B-MIX-013	MIX	0.42	xcomet_noisy 80.1 but NTA miss	e人累了一周还要爬起来继续嗨	An e-person who's been exhausted for a week still gets up to keep having fun.
B-PYA-043	PYA	0.38	xcomet_noisy 87.7 but NTA miss	zqsg追星好累	Stalking stars is really tiring.
B-PYA-025	PYA	0.38	xcomet_noisy 88.8 but NTA miss	显卡涨价这消息直接让我blx了	The news of the graphics card price hike directly made me blx.
B-HOM-014	HOM	0.32	xcomet_noisy 84.1 but NTA miss	新来的00后程序员写的代码，看到这段注释真的快把我笑拥了	The code written by the new 00s-born programmer made me almost laugh out of my socks when I saw this comment.
B-NEO-057	NEO	0.25	xcomet_noisy 88.2 but NTA miss	这个太炸了	This is too spicy.
B-NEO-047	NEO	0.15	xcomet_noisy 89.2 but NTA miss	中国女排逆转美国，这波操作太上头了	The Chinese women's volleyball team reversed the situation against the United States, and this move was absolutely amazing.
B-HOM-076	HOM	0.12	xcomet_noisy 93.3 but NTA miss	这显卡价格真是辣鸡，还买什么啊	This graphics card is really terrible in price; why buy it at all?
